[2017/12/19 10:18:16] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:16] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:16] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:16] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:16] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:15] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:15] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:15] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:15] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:15] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:15] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:15] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:15] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:14] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:14] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:14] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:14] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:14] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:14] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:14] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:13] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:13] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:13] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:13] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:13] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:13] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:13] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:13] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:12] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:12] , 79, 79, 79, 79, 79, 75
[2017/12/19 10:18:12] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:12] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:12] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:12] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:12] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:11] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:11] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:11] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:11] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:11] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:11] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:11] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:11] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:10] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:10] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:10] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:10] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:10] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:10] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:10] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:10] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:09] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:09] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:09] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:09] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:09] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:09] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:09] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:08] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:08] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:08] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:08] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:08] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:08] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:08] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:08] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:07] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:07] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:07] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:07] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:07] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:07] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:07] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:07] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:06] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:06] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:06] , 79, 79, 79, 79, 74, 79
[2017/12/19 10:18:06] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:06] , 79, 79, 79, 79, 77, 79
[2017/12/19 10:18:06] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:06] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:05] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:05] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:05] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:05] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:05] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:05] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:05] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:05] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:04] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:04] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:04] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:04] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:04] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:04] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:04] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:04] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:03] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:03] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:03] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:03] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:03] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:03] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:03] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:02] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:02] , 79, 79, 79, 79, 79, 79
[2017/12/19 10:18:02] , 79, 79, 79, 79, 79, 79
